CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50535,0,1.0,Phone,3,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,2,Single,2,0,14.0,1.0,1.0,2.0,149
50538,1,,Phone,3,8.0,CC,Female,2.0,4,Mobile,3,Single,2,0,13.0,0.0,1.0,2.0,120
50544,0,1.0,Phone,1,,CC,Female,3.0,3,Mobile,3,Married,6,0,18.0,2.0,2.0,2.0,124
50545,1,2.0,Phone,1,,CC,Male,3.0,3,Mobile,5,Divorced,8,1,21.0,1.0,2.0,2.0,124
50547,0,,Mobile Phone,1,16.0,Debit Card,Male,2.0,3,Mobile,4,Married,2,0,14.0,1.0,1.0,0.0,120
50548,0,15.0,Mobile Phone,3,20.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Single,8,0,17.0,0.0,1.0,3.0,162
50554,0,,Phone,1,26.0,CC,Male,2.0,3,Mobile,3,Divorced,5,0,17.0,0.0,1.0,0.0,123
50561,0,0.0,Computer,3,6.0,Credit Card,Male,2.0,4,Laptop & Accessory,5,Single,2,0,12.0,1.0,1.0,7.0,143
50562,0,14.0,Phone,1,12.0,Credit Card,Male,2.0,3,Mobile Phone,5,Single,3,1,13.0,1.0,2.0,17.0,147
50563,0,9.0,Phone,1,,CC,Male,3.0,3,Mobile,3,Single,5,0,21.0,2.0,3.0,9.0,125
50564,1,,Phone,3,27.0,UPI,Male,2.0,4,Mobile,4,Single,2,1,13.0,0.0,1.0,0.0,121
50566,0,4.0,Mobile Phone,1,18.0,Credit Card,Female,2.0,3,Laptop & Accessory,2,Divorced,1,1,11.0,0.0,8.0,5.0,159
50567,0,13.0,Computer,1,15.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,9,1,14.0,0.0,1.0,0.0,136
50568,0,5.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,3,Laptop & Accessory,5,Divorced,2,0,12.0,6.0,6.0,3.0,167
50573,0,,Computer,3,26.0,Cash on Delivery,Female,2.0,3,Mobile,2,Divorced,2,0,15.0,0.0,1.0,2.0,122
50574,0,8.0,Phone,3,24.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Divorced,2,0,16.0,1.0,1.0,0.0,146
50577,0,26.0,Mobile Phone,3,8.0,Credit Card,Male,2.0,3,Grocery,3,Married,7,0,13.0,2.0,,2.0,249
50583,0,20.0,Computer,1,22.0,Credit Card,Male,3.0,1,Laptop & Accessory,3,Married,2,1,19.0,0.0,2.0,7.0,151
50585,1,0.0,Computer,1,,CC,Male,2.0,4,Mobile,5,Single,1,1,22.0,1.0,1.0,2.0,123
50589,0,,Phone,1,6.0,CC,Female,3.0,3,Mobile,2,Married,4,0,14.0,0.0,1.0,2.0,123
50590,0,23.0,Mobile Phone,1,6.0,Credit Card,Male,3.0,3,Grocery,2,Married,10,0,22.0,,1.0,3.0,274
50592,0,14.0,Computer,1,15.0,Credit Card,Male,3.0,3,Others,3,Married,3,0,,1.0,1.0,11.0,294
50596,1,,Phone,1,28.0,Debit Card,Female,2.0,3,Mobile,3,Divorced,5,1,11.0,0.0,1.0,1.0,121
50598,0,11.0,Computer,1,16.0,CC,Male,,3,Mobile,3,Divorced,1,0,17.0,0.0,1.0,2.0,127
50599,0,19.0,Mobile Phone,1,13.0,Credit Card,Male,3.0,3,Fashion,3,Married,7,0,13.0,0.0,1.0,7.0,208
50600,0,0.0,Phone,1,23.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,0,15.0,2.0,3.0,2.0,144
50605,0,8.0,Mobile Phone,1,31.0,Credit Card,Female,2.0,3,Fashion,3,Married,2,1,11.0,2.0,10.0,1.0,204
50607,1,0.0,Phone,1,,CC,Female,3.0,4,Mobile,5,Single,2,1,15.0,0.0,1.0,0.0,126
50608,1,0.0,Computer,1,,CC,Female,2.0,3,Mobile,4,Single,1,0,17.0,0.0,1.0,2.0,124
50609,0,0.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,1,Laptop & Accessory,2,Divorced,2,0,12.0,1.0,1.0,3.0,155
50613,0,14.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Single,7,0,14.0,1.0,2.0,1.0,150
50620,1,0.0,Phone,1,17.0,Credit Card,Female,3.0,5,Laptop & Accessory,4,Divorced,6,0,15.0,1.0,1.0,0.0,148
50621,0,28.0,Computer,1,24.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Divorced,4,1,14.0,6.0,6.0,7.0,164
50624,1,0.0,Computer,3,35.0,Credit Card,Male,3.0,5,Laptop & Accessory,5,Single,9,0,18.0,0.0,2.0,2.0,150
50626,0,17.0,Mobile Phone,3,34.0,Credit Card,Female,2.0,1,Grocery,2,Divorced,4,1,18.0,1.0,,11.0,233
50629,0,12.0,Computer,1,28.0,Credit Card,Female,2.0,3,Fashion,5,Single,2,1,13.0,1.0,2.0,8.0,209
50632,0,5.0,Computer,1,35.0,Credit Card,Female,3.0,3,Mobile Phone,3,Single,10,0,12.0,5.0,7.0,7.0,140
50635,0,,Phone,2,30.0,CC,Male,2.0,3,Mobile,4,Single,2,0,16.0,0.0,1.0,4.0,122
50638,1,,Computer,1,8.0,Debit Card,Male,2.0,3,Mobile,5,Divorced,7,1,14.0,1.0,1.0,2.0,120
50639,0,,Phone,3,16.0,Debit Card,Female,2.0,3,Mobile,3,Divorced,2,1,19.0,0.0,1.0,0.0,122
50640,0,1.0,Mobile Phone,3,16.0,Credit Card,Male,3.0,3,Mobile Phone,4,Divorced,2,0,22.0,1.0,1.0,0.0,111
50642,0,23.0,Mobile Phone,1,8.0,Credit Card,Male,3.0,3,Others,3,Divorced,3,1,,7.0,7.0,7.0,292
50645,0,,Computer,1,6.0,CC,Female,3.0,4,Mobile,3,Married,2,0,13.0,1.0,1.0,3.0,120
50646,0,19.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Others,2,Married,10,0,,1.0,2.0,2.0,296
50648,0,29.0,Computer,1,15.0,CC,Female,,3,Mobile,3,Divorced,3,0,19.0,0.0,1.0,3.0,129
50649,0,9.0,Mobile Phone,1,18.0,Credit Card,Female,2.0,4,Fashion,2,Single,1,0,11.0,5.0,7.0,8.0,189
50650,0,28.0,Computer,1,8.0,Credit Card,Male,2.0,4,Grocery,5,Single,8,0,15.0,,6.0,2.0,268
50651,0,16.0,Mobile Phone,3,31.0,Credit Card,Male,3.0,4,Fashion,2,Married,6,0,13.0,1.0,,0.0,234
50653,1,,Mobile Phone,1,16.0,Debit Card,Female,2.0,4,Mobile Phone,5,Single,2,0,13.0,1.0,1.0,0.0,114
50657,0,0.0,Phone,1,6.0,Credit Card,Male,2.0,4,Mobile Phone,5,Divorced,2,0,16.0,0.0,1.0,3.0,140
50665,1,7.0,Mobile Phone,2,6.0,Credit Card,Male,3.0,4,Fashion,5,Divorced,10,0,14.0,2.0,3.0,6.0,205
50668,1,0.0,Computer,1,35.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Single,2,0,22.0,3.0,3.0,8.0,145
50669,0,,Phone,1,21.0,Debit Card,Male,2.0,3,Mobile,3,Married,2,0,16.0,2.0,2.0,2.0,122
50673,1,0.0,Phone,1,,CC,Male,2.0,3,Mobile,3,Married,2,0,20.0,1.0,1.0,0.0,124
50674,1,,Phone,1,31.0,CC,Male,2.0,4,Mobile,4,Single,5,1,20.0,0.0,2.0,2.0,123
50675,0,15.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,3,Grocery,5,Divorced,1,0,17.0,,13.0,7.0,277
50676,1,0.0,Computer,1,,CC,Male,2.0,4,Mobile,4,Married,2,0,15.0,0.0,1.0,0.0,126
50680,0,21.0,Computer,1,6.0,Credit Card,Male,2.0,1,Grocery,2,Single,3,0,22.0,,2.0,1.0,269
50685,0,1.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,3,Fashion,4,Married,1,0,17.0,0.0,1.0,7.0,177
50690,0,13.0,Mobile Phone,1,20.0,Credit Card,Male,2.0,4,Others,3,Single,2,0,,4.0,4.0,9.0,296
50691,0,,Phone,1,6.0,Cash on Delivery,Female,3.0,4,Mobile,4,Single,2,1,11.0,0.0,2.0,2.0,121
50700,0,15.0,Phone,1,35.0,Credit Card,Male,2.0,5,Laptop & Accessory,2,Single,5,0,19.0,1.0,1.0,0.0,143
50701,0,2.0,Mobile Phone,1,14.0,Credit Card,Male,3.0,4,Laptop & Accessory,2,Divorced,2,1,13.0,0.0,1.0,2.0,151
50704,1,,Computer,1,14.0,CC,Male,3.0,3,Mobile Phone,3,Single,2,0,12.0,0.0,1.0,0.0,119
50707,1,0.0,Computer,1,,CC,Male,3.0,3,Mobile,3,Divorced,2,0,12.0,2.0,2.0,2.0,126
50708,0,10.0,Mobile Phone,1,31.0,Credit Card,Female,2.0,4,Laptop & Accessory,2,Married,8,0,13.0,0.0,1.0,3.0,157
50713,0,13.0,Computer,1,15.0,Credit Card,Female,2.0,3,Fashion,3,Single,10,0,17.0,0.0,,13.0,235
50716,0,,Phone,1,6.0,CC,Male,2.0,4,Mobile,3,Divorced,7,0,12.0,1.0,1.0,7.0,123
50717,0,0.0,Phone,1,30.0,Credit Card,Male,2.0,3,Mobile Phone,4,Single,9,0,22.0,1.0,1.0,2.0,136
50719,0,0.0,Phone,1,9.0,Credit Card,Male,2.0,1,Mobile Phone,2,Divorced,2,0,22.0,1.0,1.0,7.0,144
50721,0,13.0,Computer,1,32.0,Credit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,4,1,13.0,1.0,1.0,0.0,144
50723,0,7.0,Computer,1,6.0,Credit Card,Male,3.0,4,Laptop & Accessory,5,Single,1,0,20.0,1.0,4.0,9.0,153
50728,0,2.0,Phone,1,12.0,CC,Female,,3,Mobile,2,Divorced,2,0,13.0,0.0,1.0,8.0,131
50730,0,18.0,Phone,1,13.0,Credit Card,Female,2.0,3,Mobile Phone,3,Divorced,5,1,19.0,1.0,1.0,2.0,145
50734,0,26.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Others,3,Married,4,0,18.0,,4.0,7.0,286
50735,0,,Phone,1,21.0,Debit Card,Female,3.0,5,Mobile,2,Divorced,1,1,18.0,1.0,1.0,3.0,122
50738,0,,Computer,1,23.0,Debit Card,Male,3.0,5,Mobile,3,Single,3,0,13.0,1.0,1.0,0.0,123
50740,1,,Computer,1,11.0,Debit Card,Male,3.0,4,Mobile,5,Married,7,0,17.0,1.0,1.0,0.0,121
50742,0,13.0,Computer,3,8.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Divorced,6,0,12.0,1.0,1.0,0.0,143
50743,0,23.0,Computer,1,8.0,Credit Card,Female,1.0,3,Grocery,5,Divorced,3,0,22.0,,2.0,2.0,279
50744,0,1.0,Phone,1,25.0,CC,Male,3.0,4,Mobile,5,Divorced,2,0,12.0,1.0,3.0,3.0,132
50747,1,,Phone,1,23.0,Debit Card,Female,3.0,3,Mobile,4,Divorced,2,0,13.0,0.0,1.0,0.0,122
50748,0,6.0,Computer,3,31.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Divorced,2,0,12.0,0.0,1.0,1.0,145
50754,0,15.0,Computer,2,8.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Divorced,8,0,16.0,0.0,1.0,3.0,163
50759,0,6.0,Phone,1,15.0,CC,Male,,3,Mobile,2,Divorced,1,0,13.0,1.0,4.0,10.0,128
50762,0,3.0,Phone,1,6.0,Credit Card,Male,3.0,3,Mobile Phone,4,Divorced,1,1,21.0,1.0,5.0,7.0,136
50763,0,15.0,Computer,1,32.0,Credit Card,Female,2.0,3,Fashion,5,Divorced,4,1,17.0,0.0,,0.0,232
50765,0,,Phone,1,20.0,Debit Card,Male,2.0,3,Mobile,5,Divorced,2,1,14.0,2.0,6.0,8.0,122
50767,0,,Mobile Phone,1,8.0,Debit Card,Female,3.0,1,Mobile,2,Divorced,2,0,13.0,6.0,7.0,7.0,120
50768,1,,Computer,1,16.0,CC,Female,3.0,4,Mobile Phone,4,Single,2,1,25.0,1.0,1.0,0.0,119
50771,0,4.0,Mobile Phone,1,17.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,2,1,12.0,0.0,1.0,1.0,168
50772,0,4.0,Mobile Phone,1,30.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Single,2,0,19.0,0.0,1.0,8.0,168
50775,0,22.0,Mobile Phone,1,10.0,Credit Card,Male,2.0,4,Others,3,Divorced,3,0,13.0,,1.0,0.0,287
50786,0,,Mobile Phone,1,6.0,Debit Card,Male,2.0,3,Mobile Phone,3,Divorced,2,0,22.0,0.0,1.0,1.0,112
50790,0,28.0,Computer,1,14.0,Credit Card,Male,2.0,4,Grocery,4,Married,2,1,15.0,3.0,,0.0,236
50795,0,30.0,Mobile Phone,1,24.0,Credit Card,Male,3.0,3,Fashion,2,Single,7,0,12.0,1.0,5.0,4.0,205
50796,0,7.0,Computer,1,25.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Married,5,0,13.0,3.0,5.0,10.0,144
50797,0,,Computer,1,6.0,CC,Male,2.0,3,Mobile,3,Single,1,1,11.0,0.0,1.0,2.0,122
50801,0,15.0,Phone,1,,CC,Female,3.0,1,Laptop & Accessory,4,Divorced,7,1,16.0,0.0,1.0,0.0,124
50804,1,7.0,Mobile Phone,1,21.0,Credit Card,Female,3.0,3,Fashion,2,Divorced,2,0,11.0,0.0,1.0,5.0,180
50806,0,24.0,Computer,1,12.0,CC,Female,,4,Mobile,3,Single,1,0,14.0,7.0,7.0,7.0,128
50807,0,3.0,Computer,1,15.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Single,8,1,18.0,1.0,1.0,7.0,147
50809,0,,Phone,1,6.0,Cash on Delivery,Male,2.0,3,Mobile,5,Single,3,0,11.0,0.0,1.0,2.0,121
50810,0,,Phone,1,6.0,CC,Female,2.0,3,Mobile,4,Single,2,0,18.0,1.0,2.0,1.0,121
50811,0,5.0,Mobile Phone,3,14.0,Credit Card,Male,2.0,1,Laptop & Accessory,2,Divorced,2,0,15.0,0.0,1.0,8.0,162
50812,0,18.0,Computer,1,31.0,Credit Card,Female,2.0,3,Others,4,Single,4,0,22.0,,1.0,0.0,281
50813,0,12.0,Mobile Phone,1,19.0,Credit Card,Female,3.0,4,Grocery,4,Married,7,1,13.0,,15.0,2.0,271
50816,1,2.0,Phone,1,29.0,Credit Card,Male,3.0,3,Mobile Phone,5,Single,1,0,13.0,0.0,1.0,3.0,139
50824,0,3.0,Mobile Phone,1,23.0,Credit Card,Female,3.0,3,Fashion,5,Divorced,2,1,23.0,0.0,1.0,,219
50827,0,14.0,Computer,3,16.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Single,2,0,13.0,3.0,11.0,9.0,162
50828,1,,Computer,3,6.0,Debit Card,Female,2.0,3,Mobile,4,Single,2,1,11.0,1.0,2.0,2.0,123
50831,0,28.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,5,Others,3,Divorced,5,0,14.0,,9.0,11.0,292
50840,0,7.0,Mobile Phone,3,21.0,Credit Card,Female,3.0,3,Laptop & Accessory,5,Single,2,0,12.0,1.0,9.0,6.0,161
50841,0,0.0,Phone,1,25.0,Credit Card,Male,3.0,3,Mobile Phone,2,Divorced,4,0,11.0,1.0,1.0,2.0,137
50842,1,20.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,4,Fashion,5,Divorced,8,1,14.0,4.0,5.0,9.0,200
50846,0,0.0,Phone,3,,CC,Female,3.0,1,Mobile,2,Divorced,9,0,14.0,1.0,1.0,0.0,125
50848,0,,Computer,1,6.0,Debit Card,Female,3.0,3,Mobile Phone,2,Single,2,0,15.0,1.0,1.0,0.0,116
50849,0,8.0,Mobile Phone,1,6.0,Credit Card,Female,2.0,4,Laptop & Accessory,2,Divorced,1,0,12.0,1.0,1.0,0.0,154
50853,0,,Computer,1,32.0,Cash on Delivery,Female,3.0,4,Mobile,3,Married,2,0,20.0,1.0,1.0,0.0,120
50854,0,13.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,1,Laptop & Accessory,3,Married,6,0,20.0,5.0,11.0,8.0,164
50855,0,7.0,Mobile Phone,1,35.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,5,0,13.0,0.0,7.0,7.0,154
50861,1,0.0,Mobile Phone,1,28.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Divorced,2,1,15.0,3.0,6.0,7.0,162
50870,0,25.0,Computer,1,34.0,Credit Card,Female,2.0,1,Grocery,3,Divorced,3,1,11.0,0.0,,2.0,232
50871,0,16.0,Phone,1,12.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Single,2,1,14.0,1.0,1.0,8.0,141
50874,0,0.0,Phone,1,8.0,Credit Card,Male,2.0,4,Mobile Phone,2,Single,1,0,12.0,0.0,1.0,1.0,139
50877,0,10.0,Phone,1,17.0,Credit Card,Female,3.0,3,Mobile Phone,3,Single,5,0,18.0,0.0,1.0,2.0,136
50884,0,27.0,Mobile Phone,1,6.0,Credit Card,Female,2.0,3,Grocery,2,Single,7,0,19.0,,12.0,7.0,273
50885,0,30.0,Mobile Phone,1,6.0,Credit Card,Female,3.0,3,Others,5,Divorced,4,1,,1.0,1.0,5.0,297
50886,0,28.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,1,Grocery,2,Married,3,0,13.0,1.0,,0.0,247
50888,1,,Computer,3,6.0,Debit Card,Female,2.0,5,Mobile Phone,3,Single,2,0,12.0,1.0,1.0,0.0,114
50892,1,,Mobile Phone,1,14.0,Debit Card,Female,2.0,4,Mobile Phone,4,Single,2,0,12.0,0.0,1.0,0.0,113
50893,0,,Phone,1,17.0,Debit Card,Male,3.0,3,Mobile,5,Divorced,1,0,14.0,1.0,1.0,4.0,121
50899,0,,Phone,1,6.0,Debit Card,Female,2.0,3,Mobile,5,Divorced,3,0,22.0,1.0,1.0,0.0,121
50900,0,20.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,3,Grocery,3,Divorced,4,0,19.0,,5.0,6.0,272
50901,0,0.0,Phone,3,10.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Divorced,2,1,12.0,1.0,1.0,3.0,142
50904,0,,Phone,1,11.0,CC,Male,2.0,1,Mobile,3,Divorced,3,1,12.0,1.0,1.0,3.0,121
50910,0,18.0,Mobile Phone,1,26.0,Credit Card,Male,3.0,5,Fashion,5,Married,3,1,18.0,0.0,1.0,7.0,209
50911,0,,Phone,2,14.0,CC,Female,3.0,1,Mobile,4,Single,10,0,18.0,0.0,1.0,2.0,121
50916,0,13.0,Computer,1,14.0,Credit Card,Male,2.0,4,Fashion,4,Married,3,0,11.0,1.0,,8.0,238
50917,0,1.0,Mobile Phone,3,11.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Single,1,0,18.0,1.0,1.0,3.0,185
50919,0,26.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,1,Grocery,4,Single,5,0,12.0,,8.0,8.0,266
50921,0,13.0,Phone,1,,CC,Male,3.0,3,Mobile,3,Married,3,0,14.0,0.0,1.0,2.0,123
50923,0,6.0,Computer,3,13.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Divorced,1,0,14.0,0.0,1.0,3.0,144
50926,0,15.0,Computer,1,15.0,Credit Card,Female,3.0,3,Mobile Phone,1,Single,2,0,13.0,4.0,5.0,8.0,137
50928,0,,Computer,1,13.0,Cash on Delivery,Male,3.0,3,Mobile Phone,3,Married,2,0,13.0,0.0,1.0,0.0,113
50931,0,7.0,Computer,1,21.0,Credit Card,Male,3.0,3,Grocery,5,Married,8,0,14.0,,6.0,9.0,270
50934,1,0.0,Phone,3,30.0,Credit Card,Female,2.0,4,Laptop & Accessory,4,Single,1,1,23.0,2.0,10.0,10.0,146
50936,1,0.0,Computer,1,15.0,CC,Male,2.0,3,Mobile,5,Single,3,1,11.0,0.0,1.0,0.0,132
50937,0,,Computer,3,19.0,Debit Card,Female,3.0,3,Mobile,4,Divorced,2,0,13.0,0.0,1.0,0.0,120
50938,0,17.0,Computer,1,8.0,Credit Card,Male,2.0,3,Fashion,3,Single,6,1,18.0,0.0,2.0,2.0,202
50940,0,,Phone,2,6.0,Debit Card,Male,2.0,3,Mobile,3,Married,1,0,21.0,0.0,1.0,3.0,121
50942,0,6.0,Phone,1,10.0,Credit Card,Female,2.0,4,Mobile Phone,4,Divorced,9,0,11.0,0.0,1.0,2.0,138
50943,0,20.0,Phone,3,20.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,4,1,17.0,1.0,1.0,2.0,146
50944,1,0.0,Computer,1,,CC,Male,2.0,4,Mobile,5,Single,8,0,11.0,0.0,1.0,0.0,126
50945,0,,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,2,0,14.0,0.0,1.0,0.0,116
50947,0,22.0,Phone,1,9.0,Credit Card,Female,2.0,4,Laptop & Accessory,5,Divorced,5,0,25.0,1.0,1.0,2.0,148
50951,0,5.0,Mobile Phone,1,16.0,Credit Card,Male,0.0,3,Fashion,1,Single,3,0,25.0,0.0,1.0,,212
50952,0,27.0,Computer,1,17.0,Credit Card,Female,2.0,3,Grocery,1,Married,4,0,20.0,1.0,,12.0,260
50958,0,,Phone,1,26.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,1,0,14.0,1.0,1.0,2.0,123
50959,1,,Mobile Phone,1,15.0,Debit Card,Male,2.0,3,Mobile,5,Single,4,0,14.0,1.0,1.0,0.0,120
50962,0,23.0,Computer,1,28.0,Credit Card,Male,2.0,5,Grocery,1,Single,2,1,13.0,13.0,,9.0,244
50963,0,,Phone,3,13.0,COD,Male,2.0,3,Mobile,3,Married,1,1,25.0,0.0,5.0,7.0,123
50964,0,15.0,Phone,1,8.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,5,0,14.0,1.0,1.0,0.0,148
50965,0,10.0,Phone,1,19.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Married,2,0,17.0,0.0,3.0,7.0,143
50968,0,,Phone,1,34.0,Cash on Delivery,Male,3.0,3,Mobile,1,Married,5,0,20.0,1.0,1.0,3.0,121
50970,0,13.0,Mobile Phone,3,15.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Married,1,0,12.0,2.0,7.0,1.0,155
50972,0,13.0,Mobile Phone,2,12.0,Credit Card,Male,2.0,3,Grocery,1,Single,2,1,21.0,,7.0,7.0,264
50973,0,,Phone,1,27.0,COD,Male,2.0,4,Mobile,5,Married,1,0,14.0,0.0,1.0,0.0,123
50984,0,8.0,Phone,1,,CC,Male,3.0,4,Mobile,5,Single,2,0,19.0,0.0,1.0,2.0,125
50986,1,,Phone,1,8.0,Debit Card,Female,3.0,3,Mobile,5,Married,2,1,12.0,1.0,1.0,0.0,121
50988,1,1.0,Phone,1,8.0,Credit Card,Male,2.0,3,Laptop & Accessory,4,Married,5,0,11.0,0.0,1.0,4.0,149
50991,0,7.0,Phone,1,13.0,CC,Male,,3,Mobile,1,Single,2,0,13.0,0.0,1.0,0.0,130
50994,0,,Phone,1,9.0,Debit Card,Female,2.0,3,Mobile,1,Married,2,0,21.0,1.0,1.0,0.0,121
50998,0,2.0,Phone,1,9.0,Credit Card,Male,2.0,3,Mobile Phone,5,Single,2,1,18.0,0.0,1.0,5.0,147
50999,0,8.0,Mobile Phone,1,16.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Single,4,1,16.0,1.0,1.0,4.0,161
51000,0,12.0,Mobile Phone,3,12.0,Credit Card,Male,2.0,1,Fashion,3,Married,3,0,11.0,4.0,7.0,6.0,182
51003,0,,Phone,1,16.0,Cash on Delivery,Male,2.0,1,Mobile,3,Married,3,0,16.0,2.0,2.0,2.0,121
51012,1,0.0,Phone,1,,CC,Male,2.0,3,Mobile,4,Married,2,1,17.0,0.0,1.0,0.0,124
51014,0,23.0,Computer,1,26.0,Credit Card,Male,2.0,3,Grocery,3,Married,3,1,15.0,3.0,12.0,,212
51016,0,17.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Others,1,Married,1,1,14.0,,1.0,10.0,290
51017,0,,Phone,1,13.0,CC,Male,2.0,4,Mobile,4,Married,2,0,12.0,0.0,1.0,1.0,121
51018,0,18.0,Mobile Phone,1,11.0,Credit Card,Female,2.0,5,Laptop & Accessory,5,Single,2,1,14.0,1.0,1.0,4.0,158
51024,0,12.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,3,0,13.0,4.0,7.0,7.0,154
51027,0,1.0,Mobile Phone,1,33.0,Credit Card,Female,2.0,5,Laptop & Accessory,5,Married,1,0,21.0,1.0,1.0,0.0,0
51028,0,0.0,Phone,1,11.0,CC,Male,,3,Mobile,1,Single,2,0,18.0,1.0,2.0,2.0,131
51029,1,,Computer,3,9.0,Credit Card,Female,3.0,3,Mobile Phone,1,Single,2,1,12.0,0.0,1.0,0.0,116
51031,0,12.0,Phone,1,9.0,CC,Male,,4,Laptop & Accessory,3,Married,1,0,15.0,0.0,1.0,7.0,131
51035,0,12.0,Computer,1,10.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Single,1,0,13.0,3.0,3.0,8.0,150
51037,0,11.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,4,Fashion,3,Married,4,1,19.0,1.0,1.0,2.0,178
51038,1,0.0,Mobile Phone,3,16.0,Credit Card,Male,2.0,4,Fashion,5,Married,10,0,17.0,4.0,6.0,0.0,203
51039,0,10.0,Phone,1,16.0,Credit Card,Female,3.0,3,Mobile Phone,4,Married,2,0,11.0,1.0,7.0,7.0,139
51042,0,21.0,Computer,1,10.0,Credit Card,Male,2.0,4,Grocery,1,Married,3,0,25.0,2.0,,2.0,252
51043,1,0.0,Mobile Phone,3,21.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Married,7,1,14.0,1.0,2.0,2.0,154
51045,0,0.0,Phone,1,14.0,Credit Card,Female,2.0,1,Mobile,3,Married,8,0,17.0,0.0,1.0,2.0,135
51046,0,0.0,Computer,1,,CC,Male,2.0,3,Mobile,1,Single,3,0,13.0,0.0,1.0,2.0,126
51047,1,,Phone,1,13.0,Debit Card,Male,3.0,3,Mobile,5,Single,4,1,14.0,0.0,1.0,3.0,122
51048,0,2.0,Mobile Phone,3,16.0,Credit Card,Male,2.0,4,Laptop & Accessory,3,Single,10,0,11.0,1.0,1.0,4.0,159
51051,0,12.0,Mobile Phone,1,18.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Married,5,0,21.0,1.0,1.0,0.0,153
50001,1,4.0,Mobile Phone,3,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,2,Single,9,1,11.0,1.0,1.0,5.0,160
50004,1,0.0,Phone,3,15.0,Debit Card,Male,2.0,4,Laptop & Accessory,5,Single,8,0,23.0,0.0,1.0,3.0,134
50006,1,0.0,Computer,1,22.0,Debit Card,Female,3.0,5,Mobile Phone,5,Single,2,1,22.0,4.0,6.0,7.0,139
50009,1,13.0,Phone,3,9.0,E wallet,Male,,4,Mobile,3,Divorced,2,1,14.0,0.0,1.0,2.0,127
50011,1,4.0,Mobile Phone,1,18.0,Cash on Delivery,Female,2.0,3,Others,3,Divorced,2,0,,9.0,15.0,8.0,295
50012,1,11.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Fashion,3,Single,10,1,13.0,0.0,1.0,0.0,154
50013,1,0.0,Phone,1,11.0,COD,Male,2.0,3,Mobile,3,Single,2,1,13.0,2.0,2.0,2.0,134
